155,450465
272,450465
1927,450465
49026,450465
1452,450465
369192,424694
10139,424694
397538,424694
152532,424694
1420,424694
9679,401469
1991,401469
1572,401469
398181,401469
9739,401469
4836,504172
13815,504172
436,504172
4982,504172
2034,504172
1927,483906
155,483906
272,483906
263115,483906
9531,483906
25196,332562
525,332562
6477,332562
254470,332562
76341,433249
119450,433249
157336,433249
263115,433249
101299,433249
423,505954
424,505954
369885,505954
289,505954
2253,505954
3558,369972
10734,369972
10545,369972
769,369972
871,369972
769,401847
303858,401847
401847,424694
401847,467952
152532,401847
375262,424694
375262,467952
375262,449176
375262,507076
258480,375262
449176,490132
26280,490132
184352,490132
338189,490132
490132,511785
396371,465914
389,465914
413362,465914
489,465914
398173,465914
424,429197
5915,429197
429197,443009
429197,451915
429197,467952
281957,337167
867,337167
11027,337167
337167,341174
337167,392044
198663,405774
405774,428078
131631,405774
294254,405774
9813,405774
424,487558
467952,487558
769,487558
77,446021
13,446021
11778,446021
1368,446021
1369,446021
281957,399360
290512,399360
309050,399360
44363,399360
75780,210577
210577,346364
210577,392044
210577,336843
1452,263115
1924,263115
246655,263115
272,263115
300668,489999
338970,489999
284276,489999
340677,489999
8090,489999
336843,484247
49022,484247
101299,484247
346364,484247
454983,484247
568,157336
126889,157336
75612,157336
8077,157336
2048,157336
1949,426426
13,426426
171274,426426
112160,426426
326285,426426
451915,487558
424,451915
451915,467952
769,451915
10781,458594
74997,458594
357096,458594
45569,458594
37645,458594
155,272
155,209112
155,414
155,263115
381283,447332
405774,447332
110415,447332
19908,447332
11472,447332
11931,455207
222935,455207
227156,455207
581,455207
454983,455207
1452,315635
1924,315635
8536,315635
13640,315635
9531,315635
34584,407436
581,407436
10140,407436
84892,407436
568,286217
157336,286217
95,286217
667,286217
75174,286217
1266,400535
4771,400535
2320,400535
562,400535
1701,400535
316029,424694
424,316029
5915,316029
316029,443009
316029,451915
272,98566
272,36647
272,297762
272,36648
272,49521
514619,527435
11675,514619
8922,514619
8272,514619
4170,514619
812,150540
11360,150540
12092,150540
150540,260513
2300,150540
13416,466411
8966,466411
84892,466411
131631,466411
198663,466411
155,49026
272,49026
49026,209112
414,49026
49026,263115
14128,537996
995,537996
872,537996
9394,537996
10156,537996
12162,405775
2320,12162
2502,12162
600,12162
12162,49021
281957,470044
450322,470044
392044,470044
4836,470044
133805,470044
98566,194662
1927,194662
14,194662
194662,263115
153,194662
769,244786
74997,244786
244786,398181
244786,281957
10781,244786
9654,242582
242582,396371
242582,449443
218,242582
64690,242582
168259,384018
384018,401478
337339,384018
10483,384018
51620,384018
4421,446101
10035,446101
336804,446101
342737,446101
20815,446101
184352,205596
205596,449176
10139,205596
423,205596
36647,49017
49017,228150
588,49017
49017,400155
49017,100241
63,119450
119450,157336
76341,119450
49530,119450
150689,399055
399055,440298
9738,399055
381284,399055
14869,399055
168259,281957
168259,345887
3134,168259
168259,395834
168259,445954
254128,479475
11123,254128
8656,254128
80278,254128
2034,254128
843,340613
340613,399366
49022,340613
424694,475132
324786,475132
425336,475132
5915,475132
769,475132
5915,454227
769,454227
424,454227
396371,454227
399404,454227
949,520360
500,520360
1844,520360
520360,531593
429203,520360
8966,12689
8966,50619
8966,466282
8966,24418
424,16869
16869,228150
3482,16869
1771,16869
11324,181283
11324,392044
11324,75780
11324,336843
11092,11324
424,228150
1771,228150
857,228150
261023,438808
4133,438808
1900,438808
2034,438808
4982,438808
375785,449176
84892,375785
375785,398818
100898,375785
375785,376660
193756,429351
281957,429351
369972,429351
123553,429351
423899,429351
10781,398173
1696,398173
984,398173
5486,398173
12521,398173
228150,374720
369885,374720
676,374720
424,374720
12689,216015
9813,216015
8966,216015
216015,466282
43923,216015
561,361292
259693,361292
1487,361292
622,361292
184346,361292
272,68718
862,68718
600,68718
3131,68718
68718,490132
600,359940
359940,395834
359940,398181
345887,359940
281957,359940
238,500852
52979,500852
769,500852
1422,500852
24,500852
60670,65754
1949,65754
65754,181283
65754,210577
4176,392044
75780,392044
7007,392044
60670,392044
281957,392044
49047,157336
2067,49047
62,49047
49047,286217
49047,369972
8392,372058
81,372058
372058,378064
372058,505262
51739,372058
10229,222935
222935,308369
9880,222935
222935,286565
222935,449176
627,106646
106646,400535
106646,241239
106646,152532
9039,333371
984,333371
2320,333371
562,333371
1571,333371
419743,449176
184352,419743
26280,419743
377154,419743
10139,419743
408,58595
58595,197796
8840,58595
58595,385448
809,150689
10882,150689
2312,150689
11224,150689
808,150689
769,334543
424,334543
334543,451915
334543,487558
334543,467952
58595,62764
408,62764
62764,290595
60304,62764
9092,62764
264660,438590
2048,264660
62,264660
262543,264660
198184,264660
455980,460019
2770,455980
4922,455980
380,455980
172385,455980
401469,468362
691,468362
10661,468362
612,468362
947,468362
381284,487558
369972,381284
50014,381284
424,381284
5915,381284
26280,449176
449176,501902
26371,449176
1265,406997
406997,442062
73,406997
52449,406997
400928,406997
273481,345887
979,273481
2142,273481
4771,273481
26390,273481
401847,457136
4518,457136
71688,457136
5915,457136
769,457136
126889,329865
49849,329865
157336,329865
828,329865
329865,384521
9291,312221
2300,312221
9443,312221
449176,472451
26280,472451
184352,472451
377154,472451
400547,472451
1124,75656
1124,44214
675,1124
1124,291805
1124,13374
157353,569547
62,569547
78,569547
296,569547
13027,569547
9837,147441
147441,381284
147441,487558
50014,147441
11864,147441
604,152601
605,152601
152601,335984
152601,500664
2048,152601
101299,281338
262504,281338
131631,281338
262500,281338
281338,336843
10098,440472
404245,440472
891,446354
5915,446354
769,446354
424,446354
396371,446354
13188,17979
13377,17979
8871,17979
1585,17979
10147,17979
3134,281957
994,281957
49021,281957
281957,445954
4771,169917
769,169917
8012,169917
37645,169917
281957,438145
11121,438145
3134,438145
345887,438145
68718,438145
357096,395841
75780,395841
4771,395841
395834,395841
395841,395990
8810,425972
405774,425972
76341,425972
303858,425972
9659,425972
350,65754
350,279641
350,222935
350,227156
350,581
2034,459910
1900,459910
627,459910
13815,459910
438808,459910
253412,273248
120,273248
44115,273248
9350,273248
978,273248
398818,449176
26371,398818
376867,398818
398818,424694
176147,370663
10818,176147
176147,258480
39781,176147
9813,176147
61791,119450
63,61791
61791,76341
2048,61791
280,61791
378064,476292
81,476292
297762,476292
303858,476292
370663,476292
201088,315837
9323,315837
5548,315837
315837,399579
315837,406990
396371,413362
640,396371
10220,396371
363676,396371
389015,396371
152792,389015
228970,389015
3090,440161
682,440161
8966,440161
581,440161
9880,440161
539,120467
311,120467
120467,340613
97630,120467
843,120467
38,451925
122906,451925
817,451925
1903,451925
13,451925
75656,429203
339403,429203
359412,429203
507,429203
968,429203
194662,417261
307081,417261
396371,417261
395990,417261
157336,417261
9813,391713
376660,391713
84892,391713
391713,398818
376867,391713
10212,381283
1586,381283
238636,381283
381283,442249
381283,445954
1422,37645
1422,8012
1266,1422
1422,357096
96,1422
44912,470894
470894,474395
1452,470894
1924,470894
155,470894
1366,11036
1246,11036
7555,11036
1494,11036
11036,11232
74997,464502
458594,464502
281957,464502
10781,464502
357096,464502
424,433498
433498,451915
433498,467952
769,433498
334543,433498
10651,241554
984,241554
241554,445954
241554,345887
241554,281957
340613,340666
222935,340666
12689,340666
2320,340666
562,340666
12437,346672
24,346672
7131,346672
2907,346672
8966,346672
38,1903
38,521
38,19913
38,11284
525,313369
2976,313369
6477,313369
10545,313369
141052,487670
1452,487670
1924,487670
49521,487670
287947,487670
616,324786
324786,374720
746,324786
769,324786
1369,324786
198663,401905
101299,401905
157350,401905
2048,401905
262504,401905
1417,401545
364689,401545
521,401545
401545,484247
1124,401545
244,254
58,254
254,497
254,329
254,135397
260514,335797
9836,335797
9598,335797
258509,335797
9447,335797
487558,492258
424694,492258
451915,492258
472451,492258
363676,492258
75656,489931
37797,489931
209247,489931
5143,489931
269795,489931
84892,341174
22705,341174
74997,341174
101299,341174
336843,341174
424,399404
746,399404
399404,467952
637,399404
228150,399404
281957,395834
8090,395834
75780,395834
345887,395834
261023,395834
121046,149467
121046,149465
121046,149468
121046,147371
121046,454227
324786,443009
443009,451915
443009,487558
389015,443009
769,339103
261023,339103
156022,339103
339103,396371
4836,339103
307081,396371
70,307081
307081,312221
307081,319888
9291,307081
4974,11130
11130,400617
11130,50546
521,11130
3933,11130
8619,76203
72331,76203
72976,76203
19067,76203
76203,339408
53932,112160
14,112160
112160,449176
86331,112160
17130,112160
787,1620
787,13184
787,249070
682,787
787,956
24021,50619
8966,24021
24021,49017
8966,296096
296096,466282
12689,296096
43923,296096
9813,296096
227156,465136
428078,465136
465136,476926
70160,465136
321612,465136
700,87827
87827,205775
9836,87827
10527,87827
551,87827
340613,340674
340666,340674
2898,340674
41446,340674
4347,340674
984,500919
15069,500919
445954,500919
807,500919
75780,500919
184352,507076
449176,507076
26280,507076
370663,507076
376867,507076
18239,24021
18239,36648
18239,50619
18239,49017
359940,458737
458594,458737
9552,458737
332562,458737
324786,458737
1949,16995
984,1949
1949,12150
1949,10651
1949,7007
521,400617
3933,400617
1367,400617
10052,400617
9339,400617
10947,419478
376660,419478
19458,419478
10625,419478
4951,419478
265208,309242
8065,265208
10220,265208
4478,265208
32044,265208
64689,154400
154400,324542
949,154400
769,154400
154400,241554
336843,474354
1645,474354
8055,474354
390051,474354
7984,474354
11596,491584
11360,491584
10014,491584
1903,491584
10072,491584
278927,407436
9325,278927
9502,278927
2268,278927
34584,278927
4922,458594
956,4922
510,4922
4922,10052
4922,458737
2501,346685
49022,346685
8834,346685
340613,346685
197,449459
399402,449459
627,449459
428399,449459
180863,449459
281957,379149
49021,379149
238636,379149
345887,379149
4836,379149
24021,50620
18239,50620
49017,50620
50619,50620
36648,50620
249397,258216
22705,258216
53932,258216
112160,258216
2057,258216
4771,395990
64689,395990
75780,395990
562,395990
1572,395990
38,10184
10184,261470
10184,576503
8390,10184
1903,10184
1452,283366
8536,283366
9531,283366
49521,283366
141052,283366
38050,45269
1165,45269
858,45269
18320,45269
45269,339397
8012,500475
4771,500475
9104,500475
398181,500475
17494,500475
84892,472734
296096,472734
8966,472734
9880,472734
10545,472734
2501,2503
2503,9331
2503,8834
2503,4771
699,319888
319888,396371
319888,389015
312221,319888
921,319888
15472,65754
15472,315837
15472,397837
15472,131631
15472,131634
384680,396373
581,384680
384680,395834
8584,384680
281957,384680
449176,467952
424,467952
369885,467952
84892,467952
205596,467952
769,448776
107846,448776
10734,448776
5925,448776
5915,448776
429417,566512
110415,429417
201085,429417
429417,452507
1903,429417
8012,398181
769,398181
281957,398181
169917,398181
4771,398181
311,13223
13223,245891
13223,345887
11474,13223
11016,13223
15021,414191
565,414191
15206,414191
414191,428449
414191,519247
451480,502682
5951,502682
448514,502682
125255,502682
561,408220
561,141052
561,209112
561,487670
561,1452
37799,201088
37799,65754
15472,37799
24253,37799
37799,446807
314365,376867
11931,314365
15,314365
314365,446354
314365,511785
64255,462919
2976,462919
621,462919
224141,462919
429417,462919
1927,489929
1949,489929
2034,489929
10719,489929
196,489929
19957,274857
6520,274857
18937,274857
762,274857
11527,274857
4836,6977
101,6977
189,6977
949,6977
6977,59967
604,6479
605,6479
6479,198663
534,6479
603,6479
396371,460071
332283,460071
1955,460071
424,460071
324786,460071
40807,254172
49519,254172
254172,340027
13,254172
510,254172
652,10693
652,18823
652,57165
652,11527
652,188207
27022,566810
27022,34584
808,27022
11527,27022
10882,27022
101,385332
345887,385332
281957,385332
11713,385332
357096,385332
44214,566512
8834,44214
8328,44214
88,44214
76726,376660
13342,376660
10206,376660
19458,376660
82693,286565
82693,272693
82693,417678
43949,82693
82693,203739
37645,146233
984,146233
146233,345887
146233,357096
4771,146233
75780,406990
949,406990
984,406990
782,406990
357096,406990
44564,77338
61979,77338
72105,77338
68718,77338
13,77338
9350,253412
253412,281957
44115,253412
253412,290512
253412,399402
2501,2502
562,2502
2502,2503
769,2502
2502,49021
64682,346685
1259,64682
27066,64682
4148,64682
10545,64682
1645,205587
389,205587
205587,413362
205587,314365
205587,396371
70,1371
70,1374
70,1375
70,1367
70,1366
338766,339692
338766,429200
475,338766
1696,338766
152748,338766
1572,303858
75780,303858
2142,303858
281,303858
769,303858
376660,378064
13342,378064
378064,449176
286565,378064
11887,378064
604,301337
605,301337
301337,500664
301337,335984
9739,301337
438650,458594
345887,438650
74997,438650
357096,438650
46957,438650
2067,395992
157336,395992
126889,395992
286217,395992
348,395992
207932,281957
133805,207932
37645,207932
562,207932
207932,238636
9813,243683
243683,370663
243683,273153
243683,258480
634,243683
388,531593
388,228150
388,1771
388,423
388,424
72190,294254
72190,336843
72190,82654
72190,227156
72190,131631
2502,201088
27576,201088
59961,201088
11859,201088
5503,201088
1422,168672
769,168672
8012,168672
9366,168672
156022,168672
1417,11224
1417,10882
1417,566810
1417,426543
1417,224141
53932,418827
345,418827
28468,418827
10068,418827
74997,418827
124905,373571
19545,124905
124905,315011
7191,124905
929,124905
31011,181886
1903,31011
31011,197796
588,31011
4011,31011
24420,440298
13,440298
235,440298
1903,440298
1259,440298
376867,449176
376867,511785
26280,376867
468,376867
258480,376867
13,122906
141,122906
627,122906
433,122906
521,122906
1788,68817
44214,68817
786,68817
10560,68817
525,68817
809,350312
810,350312
10882,350312
150689,350312
350312,566810
10947,74018
10947,313369
10947,15157
4771,339692
2749,339692
339692,345887
979,339692
868,339692
222935,453201
227156,453201
350,453201
424,453201
581,453201
433,400579
2758,400579
10054,400579
277216,400579
4723,400579
376866,432301
432301,440298
403,432301
2604,432301
2142,432301
1927,419831
408220,419831
1452,419831
155,419831
272,419831
227156,449176
227156,286565
227156,317091
70160,227156
227156,333339
9325,12405
11450,12405
12405,20529
12405,283709
12405,207901
2567,363676
87502,363676
1883,363676
157336,363676
363676,443009
75780,357096
4771,75780
11423,75780
7007,75780
37645,75780
4836,4982
1900,4982
2034,4982
272,4982
769,4982
294254,375366
336843,375366
13648,375366
131631,375366
198663,375366
1402,451915
1402,8916
1402,310307
1402,10139
1402,2539
2924,395991
49017,395991
228150,395991
707,395991
122,395991
53182,57165
18823,53182
37958,53182
53182,188207
10323,53182
84892,398818
84892,449176
84892,376867
84892,426613
12689,84892
413362,445954
18587,413362
1266,413362
4771,413362
281,413362
119450,254320
133121,254320
280,254320
782,254320
534,254320
68734,152532
68734,424694
68734,266856
68734,425336
68734,277216
9555,503346
8810,503346
602,503346
7453,503346
47933,503346
604,68724
605,68724
2048,68724
603,68724
68724,157336
143,22972
22972,324786
22972,374720
10590,22972
676,22972
2320,109424
1865,109424
109424,166426
109424,381288
58,109424
281957,385360
562,385360
385360,395834
49021,385360
238636,385360
357096,445954
10651,445954
984,445954
345887,445954
321741,340027
319888,321741
10637,321741
317557,321741
424,321741
9813,369523
273153,369523
634,369523
369523,370663
303858,369523
14564,575185
397981,575185
173484,575185
84348,575185
414181,575185
513,370663
52371,370663
370663,449176
258480,370663
370663,376867
276,261470
34494,261470
24420,261470
38,261470
18168,261470
171274,222935
169917,171274
171274,454983
171274,465136
171274,466282
198663,220882
157350,220882
78,220882
220882,336843
220882,262504
228150,369885
289,369885
2253,369885
423,369885
676,369885
11001,486947
6933,486947
1256,486947
21240,486947
893,486947
133805,470229
357096,470229
26390,470229
12619,470229
8090,470229
1813,396461
949,396461
627,396461
426,396461
396371,396461
510284,566512
321258,510284
15092,510284
14001,510284
397722,510284
41233,224141
11224,41233
1725,41233
14128,41233
10530,41233
399170,520360
949,399170
339403,399170
9654,399170
2153,399170
1966,449176
1966,501902
1966,26280
1966,511785
1966,376867
345887,446791
74997,446791
8090,446791
984,446791
769,446791
170,295011
1562,295011
72190,295011
295011,336843
747,295011
19913,49950
19913,50544
489,19913
521,19913
19913,398818
23168,24418
23168,49022
23168,61979
489,23168
1422,23168
75174,281957
75174,399360
75174,290512
75174,244316
5915,75174
37430,290595
58595,290595
767,290595
809,290595
808,290595
2253,2320
2253,16869
2253,9268
2253,339259
1572,2253
73,46738
185,46738
1598,46738
46738,345887
1883,46738
5528,421792
21766,421792
32113,421792
307667,421792
421792,512753
286565,449176
197033,286565
272693,286565
13342,286565
286565,308369
11322,68734
11322,245891
1369,11322
5925,11322
10483,11322
8982,9659
8810,8982
8982,278927
8982,9355
8982,9555
380,302946
414,302946
59967,302946
302946,338766
302946,338768
7485,7516
1572,7485
7485,261023
7485,9331
7485,9319
8456,391757
8456,445954
8456,345887
8456,133805
8456,11713
5915,228970
769,5915
424,5915
5915,396371
5915,399404
172,338768
174,338768
201,338768
152,338768
13475,338768
157353,201088
152601,157353
14869,157353
157336,157353
604,157353
3933,82695
3131,82695
1894,82695
82695,342473
16563,82695
612,493551
5915,493551
769,493551
640,493551
424,493551
64690,341006
769,64690
1991,64690
64690,74997
64690,398175
578,332567
135397,332567
579,332567
75174,332567
580,332567
10947,13649
13649,15157
786,13649
6477,13649
27576,296098
954,296098
1247,296098
1374,296098
691,296098
357096,483184
458594,483184
281957,483184
345887,483184
74997,483184
7131,123553
50619,123553
24021,123553
8966,123553
36648,123553
562,244761
244761,345887
74997,244761
275,244761
9039,244761
393519,449176
26280,393519
10938,393519
184352,393519
376867,393519
106646,517331
7485,517331
38050,517331
401469,517331
9395,517331
984,9509
9509,460321
9335,9509
9509,345887
9509,273481
1597,9339
9339,263109
924,9339
9339,82703
8470,9339
157353,339988
62,339988
264660,339988
296,339988
13027,339988
24253,65754
1949,24253
15472,24253
24253,75780
21484,24253
336843,381289
281957,381289
101299,381289
76285,381289
411,381289
10947,11887
11887,13649
786,11887
11887,376660
2105,11887
371645,491418
9364,491418
331588,491418
36536,491418
127515,491418
7326,449176
7326,10947
1278,7326
7326,10625
7326,15144
334541,345920
334541,493922
4922,334541
334541,399057
334541,429200
10161,454652
454652,487558
451915,454652
340613,454652
363676,454652
68722,460885
68722,414425
68722,359871
20533,49521
20533,141052
20533,297762
20533,209112
1452,20533
392044,508763
281957,508763
395990,508763
75780,508763
133805,508763
353070,531593
353070,500919
353070,429203
755,353070
1969,353070
38810,157851
38810,44214
22705,38810
1278,38810
38810,399057
11321,415086
11321,393961
11321,476889
11321,76127
11321,84168
7350,277216
425,7350
7350,400579
7350,112160
7350,82702
521,6947
956,6947
6947,395834
6947,14869
6947,146233
